f_CA_bf,f_CA_mz,f_gr_ref,f_ep,V_D_ref,V_U_ref,K_D_ref,K_U_ref,r_ed_ref,E_V,E_K,psi_Rth,D_0,r_md_ref,f_mr
0.384622268674197,0.327055732223671,0.818470411993796,0.140004038552265,0.399369695858727,1.63695192555261,80672.7886099834,340.94974250278,0.00835261933791831,86.1005930058425,101.427308465587,13324.4103125762,7.46716239900049,0.00597977856839425,0.965318248418439
0.849780229154276,0.381407033312134,0.537801885579014,0.227329691608238,0.491653586691362,0.0563126017951639,135274.405934918,706.7470529671,0.00276549045368773,52.354012865806,50.6901844295207,18422.0866737887,7.19720442957827,0.00705771406994122,0.692883248536987
0.323548096827697,0.290318593806587,0.674302393095917,0.279255897035068,1.26624094448171,0.123223130065808,281831.957111973,244.075176182581,0.00995322134490304,97.751318417117,37.5362836697605,16079.0703308536,6.37826832215441,0.000820350579709909,0.50711053312989
0.417477680905955,0.63845859097084,0.682633400648483,0.110658887827625,0.33607184878788,1.40803005199695,28985.2556193946,331.902867292747,0.000184691588895652,96.0262657416519,88.8299850183539,16961.187380529,5.46434234507405,0.0083439285443245,0.886568053279771
0.387305149722844,0.0755682253348641,0.586481778438436,0.166971115339517,1.85503266001367,0.927419885233953,188326.39732121,613.48436210649,0.00531245744446516,99.7414053301094,85.2052205076907,12749.5430199662,6.31068739805603,0.00371034511666047,0.642345702193258
0.0666081238905899,0.919941185577773,0.641563523175311,0.0178059482602612,1.13061767061022,1.86910461316362,21347.6797138574,633.351434473604,0.00748439071766846,59.2514360911911,33.7677687939722,13741.2703117821,1.42859647844336,0.00145776266333438,0.188256300253235
0.207198163165245,0.0653101064288057,0.743162103021517,0.396161095041439,1.9038957302019,0.976694264060096,200944.188320963,433.153942482587,0.0086275448074606,91.7839699949836,47.3220690914895,10286.825594306,4.63731282596313,0.00346291288031968,0.467904289923329
0.499582840846851,0.21751199223334,0.803523348281044,0.200004995094708,1.04292625262458,1.00929004136212,161888.488707668,770.20627069887,0.00750525409824622,94.6524761567824,32.4933577543125,19350.1153734513,0.384756594959879,0.00283510294385201,0.287948592732381
0.508925196574302,0.800389232686721,0.678844503964297,0.216664664236747,1.23276263187737,1.08944981465193,152411.519089155,488.280570165247,0.00401707920565214,115.696275014547,107.636542875553,12597.2435536096,4.38282016253634,0.00369757606533482,0.989900657677185
0.0039022413273342,0.55406746506691,0.617258424833068,0.0159565356598934,0.153629720262671,1.84965061520678,176935.423893412,877.925316605455,0.007220870107324,105.284442239255,55.4085973727051,19291.0526411375,1.9573323282192,0.00535883328394815,0.670748638044577
0.0230432101855986,0.845125979748555,0.782056987543707,0.379186789385651,1.75149149262926,1.37238651878359,18185.501089273,148.757942364103,0.00412151336216845,93.6006246648496,113.976792750647,16321.9897536794,6.16361527073849,0.00979687803231268,0.353107550835656
0.890695945850573,0.313298900448717,0.570290640370571,0.0640139603480115,1.71958131412913,0.422342913506599,15046.2895356119,446.287304248223,0.00486959519217319,99.4180197345326,83.7335416697897,12227.2136621876,9.93389990543574,0.0039596524327114,0.256454014297621
0.706625328766415,0.0228896635305136,0.837994427650119,0.051970843319667,1.53678129939307,1.90913405644342,144786.97341159,460.604235594152,0.00541645098187297,73.2062563473359,26.1025492313784,16878.4886068432,8.2732180961892,0.00898322634210091,0.796588730721129
0.741483424450038,0.665188135725912,0.795025389561546,0.487184240667548,0.26282464404481,0.154820505488128,248777.845394053,427.360468318974,0.00622559265294129,89.9639525153209,86.4092664672062,10768.8860181952,5.27825597936381,0.00449993108142945,0.586472453996493
0.230883229075698,0.888789924618322,0.804853953957208,0.413899740563338,1.83348936563181,0.798416477341996,237897.9628345,573.527257558154,0.00322321538078019,119.402038921975,57.9140292126685,10181.3320283545,3.31028142662626,0.00544290248438977,0.486898065327527
0.324528058267431,0.282034840164706,0.539086839585332,0.293863207884459,0.743065866604005,0.768613494213764,169497.419843939,452.763378321033,0.00985870791176578,74.1062841191888,62.9274376023095,13285.4802414775,8.7641218927924,0.00628816510240105,0.69841455671927
0.535795494763646,0.872555764780846,0.580080616710824,0.248840886439532,1.58990588083982,1.98363925845325,34704.0603879141,296.85415700844,0.00580267661881284,102.035149608995,106.671495754505,12107.0317350095,6.55118135445262,0.00694722878316317,0.376678307602555
0.467268150615972,0.0593888122402132,0.779128473943099,0.4547058107589,1.29526244221909,0.243824053790653,49452.5782569312,841.210029808234,0.00777363239666284,86.8812440278707,97.0857655256987,18190.6060405076,2.20039958896674,0.00611156913437913,0.446915586136375
0.650849199622404,0.620892996224575,0.633874513778253,0.266242971262052,0.0236311926538125,0.433904377014609,254405.520612071,355.706995828808,0.00108212092688959,106.846255526622,29.6863322253339,16479.0213196306,6.00093467553565,0.00606537263623001,0.976251925249118
0.149140904018423,0.678291422110051,0.648639753977419,0.263967223817592,0.944136847332655,0.946741777913692,192277.864688635,56.9123715701264,0.00881036094108771,68.1142378395889,48.982404197799,18214.2907311674,7.24349454427185,0.00170501873825577,0.679132950102398
0.184254786159145,0.478581148716621,0.717967619619449,0.175193644534294,0.686012473412138,1.67373195484444,11323.9698376739,687.551530813003,0.00231841522108007,109.684853180172,77.1554354783148,15991.8763208902,5.17066042280686,0.00436084971250321,0.838083433235111
